name,form,db_column,alert,daily,method,condition,classification,category,secondary_condition,classification_casedef,source,source_link,alert_desc,case_def,risk_factors,symptoms,labs_diagnostics,
"Abnormal findings on examination of urine,without diagnosis",demo_case,icd_code,,1,count_occurence_in,"R80,R81,R82",jor,"for_child,ncd,18. Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",demo_case,icd_code,,1,count_occurence_in,"R83,R84,R85,R86,R87,R88,R89",jor,"for_child,ncd,18. Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",demo_case,icd_code,,1,count_occurence_in,"R90,R91,R92,R93,R94",jor,"for_child,ncd,18. Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Ill-defined and unknown causes of mortality,demo_case,icd_code,,1,count_occurence_in,"R95,R96,R97,R98,R99",jor,"for_child,ncd,18. Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the head,demo_case,icd_code,,,count_occurence_in,"S00,S01,S02,S03,S04,S05,S06,S07,S08,S09",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the neck,demo_case,icd_code,,,count_occurence_in,"S10,S11,S12,S13,S14,S15,S16,S17,S18,S19",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the thorax,demo_case,icd_code,,,count_occurence_in,"S20,S21,S22,S23,S24,S25,S26,S27,S28,S29",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Injuries to the abdomen, lower back, lumbar spine and pelvis",demo_case,icd_code,,,count_occurence_in,"S30,S31,S32,S33,S34,S35,S36,S37,S38,S39",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the shoulder and upper arm,demo_case,icd_code,,,count_occurence_in,"S40,S41,S42,S43,S44,S45,S46,S47,S48,S49",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the elbow and forearm,demo_case,icd_code,,,count_occurence_in,"S50,S51,S52,S53,S54,S55,S56,S57,S58,S59",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the wrist and hand,demo_case,icd_code,,,count_occurence_in,"S60,S61,S62,S63,S64,S65,S66,S67,S68,S69",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the hip and thigh,demo_case,icd_code,,,count_occurence_in,"S70,S71,S72,S73,S74,S75,S76,S77,S78,S79",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the knee and lower leg,demo_case,icd_code,,,count_occurence_in,"S80,S81,S82,S83,S84,S85,S86,S87,S88,S89",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries to the ankle and foot,demo_case,icd_code,,,count_occurence_in,"S90,S91,S92,S93,S94,S95,S96,S97,S98,S99",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Injuries involving multiple body regions,demo_case,icd_code,,,count_occurence_in,"T00,T01,T02,T03,T04,T05,T06,T07",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Injuries to unspecified part of trunk, limb or body region",demo_case,icd_code,,,count_occurence_in,"T08,T09,T10,T11,T12,T13,T14",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Effects of foreign body entering through natural orifice,demo_case,icd_code,,,count_occurence_in,"T15,T16,T17,T18,T19",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Burns and corrosions of external body surface,specified by site",demo_case,icd_code,,,count_occurence_in,"T20,T21,T22,T23,T24,T25",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Burns and corrosions confined to eye and internal organs,demo_case,icd_code,,,count_occurence_in,"T26,T27,T28",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Burns and corrosions of multiple and unspecified body regions,demo_case,icd_code,,,count_occurence_in,"T29,T30,T31,T32",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Frostbite,demo_case,icd_code,,,count_occurence_in,"T33,T34,T35",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Poisoning by drugs,medicaments and biological substances",demo_case,icd_code,,,count_occurence_in,"T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Toxic effects of substances chiefly nonmedicinal as to source,demo_case,icd_code,,,count_occurence_in,"T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Other and unspecified effects of external causes,demo_case,icd_code,,,count_occurence_in,"T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Certain early complications of trauma,demo_case,icd_code,,,count_occurence_in,T79,jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Complications of surgical and medical care, not elsewhere classified",demo_case,icd_code,,,count_occurence_in,"T80,T81,T82,T83,T84,T85,T86,T87,T88",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
"Sequelae of injuries,of poisoning and of other consequences of external causes",demo_case,icd_code,,,count_occurence_in,"T90,T91,T92,T93,T94,T95,T96,T97,T98",jor,"for_child,injury,19. Injury, poisoning and certain other consequences of external causes",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Pedestrian injured in transport accident,demo_case,icd_code,,,count_occurence_in,"V00,V01,V02,V03,V04,V05,V06,V07,V08,V09",jor,"for_child,injury,20. External causes of morbidity and mortality",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Pedal cyclist injured in transport accident,demo_case,icd_code,,,count_occurence_in,"V10,V11,V12,V13,V14,V15,V16,V17,V18,V19",jor,"for_child,injury,20. External causes of morbidity and mortality",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Motorcycle rider injured in transport accident,demo_case,icd_code,,,count_occurence_in,"V20,V21,V22,V23,V24,V25,V26,V27,V28,V29",jor,"for_child,injury,20. External causes of morbidity and mortality",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Occupant of three-wheeled motor vehicle injured in transport accident,demo_case,icd_code,,,count_occurence_in,"V30,V31,V32,V33,V34,V35,V36,V37,V38,V39",jor,"for_child,injury,20. External causes of morbidity and mortality",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
Car occupant injured in transport accident,demo_case,icd_code,,,count_occurence_in,"V40,V41,V42,V43,V44,V45,V46,V47,V48,V49",jor,"for_child,injury,20. External causes of morbidity and mortality",intro./visit_type:new,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,International Classification of Disease (ICD-10),,,,
